Date,Sps,SapFlux_g_s_m2,SapFlow_cm3water_s,VPD_kPa,Avrg_VWC0_50,Hindex
5/14/2019,cepy,21.90297364,0.20651238,1.225219294,0.210353203,0.152921608
5/14/2019,cole,16.04102064,1.086156649,1.225219294,0.210353203,0.301276828
5/15/2019,cepy,18.39055175,0.17230828,0.890059933,0.208701422,0.071224467
5/15/2019,cole,12.95635026,0.887022427,0.890059933,0.208701422,0.080504289
5/16/2019,cepy,18.3358912,0.172047202,0.838145519,0.20974054,0.132805681
5/16/2019,cole,17.85362212,1.140410923,0.838145519,0.20974054,0.18457525
5/17/2019,cepy,20.3463103,0.190529942,1.036473403,0.210860657,0.117660507
5/17/2019,cole,17.54708913,1.14325617,1.036473403,0.210860657,0.146404921
5/18/2019,cepy,21.06431721,0.197624846,1.144932476,0.209265199,0.119992487
5/18/2019,cole,17.87232414,1.153297813,1.144932476,0.209265199,0.159128725
5/19/2019,cepy,25.89019724,0.242802182,1.394008384,0.203963166,0.144783346
5/19/2019,cole,18.63508626,1.157182803,1.394008384,0.203963166,0.186223701
5/20/2019,cepy,26.07382935,0.244905486,1.387790286,0.19664166,0.146169727
5/20/2019,cole,16.39766965,1.072898961,1.387790286,0.19664166,0.179294457
5/21/2019,cepy,26.64076262,0.248095654,0.842921577,0.193965488,0.089540763
5/21/2019,cole,12.09632079,0.785095622,0.842921577,0.193965488,0.03860045
5/22/2019,cepy,20.3387185,0.191760454,1.179839265,0.192063479,0.118868401
5/22/2019,cole,14.61045382,0.932889014,1.179839265,0.192063479,0.141649613
5/23/2019,cepy,20.71995454,0.197887514,1.556674941,0.18604661,0.194955551
5/23/2019,cole,16.11285923,0.994471014,1.556674941,0.18604661,0.251944831
5/24/2019,cepy,23.16790856,0.220000642,1.734709372,0.181436668,0.201189911
5/24/2019,cole,15.62448947,0.938389776,1.734709372,0.181436668,0.24626735
5/25/2019,cepy,25.4317513,0.239568415,2.041392502,0.17855764,0.293080973
5/25/2019,cole,17.59101504,1.046853755,2.041392502,0.17855764,0.372247778
5/26/2019,cepy,26.75251073,0.250796046,1.767311988,0.176295462,0.222636913
5/26/2019,cole,16.05855288,0.992719485,1.767311988,0.176295462,0.252448831
5/27/2019,cepy,26.90471098,0.251606391,1.6281669,0.173751181,0.178181839
5/27/2019,cole,16.55930444,1.027868888,1.6281669,0.173751181,0.191265258
5/28/2019,cepy,24.45956465,0.229898588,1.506659202,0.170939211,0.163452024
5/28/2019,cole,15.73832052,0.95826614,1.506659202,0.170939211,0.165456576
5/29/2019,cepy,24.91464625,0.23329137,1.5641403,0.168493712,0.199792479
5/29/2019,cole,15.59597255,0.943675734,1.5641403,0.168493712,0.208154081
5/30/2019,cepy,24.67575564,0.231893739,1.828231138,0.166498765,0.206903848
5/30/2019,cole,15.05766551,0.87199457,1.828231138,0.166498765,0.214315203
5/31/2019,cepy,33.63561552,0.321333231,1.824113742,0.165954744,0.24309082
5/31/2019,cole,13.57958224,0.789268618,1.824113742,0.165954744,0.197717872
6/1/2019,cepy,40.65558954,0.39212281,1.681922359,0.163629604,0.294936089
6/1/2019,cole,12.96454626,0.769444271,1.681922359,0.163629604,0.165202374
6/2/2019,cepy,40.37356502,0.391061882,1.753100988,0.161603388,0.306042887
6/2/2019,cole,14.40534767,0.903837981,1.753100988,0.161603388,0.21974842
6/3/2019,cepy,47.69010159,0.453111517,1.995281021,0.15931196,0.400411786
6/3/2019,cole,13.43769366,0.763523979,1.995281021,0.15931196,0.214820353
6/4/2019,cepy,46.495247,0.451648287,1.754116801,0.156995855,0.320028405
6/4/2019,cole,18.89468033,1.067265645,1.754116801,0.156995855,0.245379066
6/5/2019,cepy,33.58908322,0.328958472,2.034920135,0.154854439,0.376360056
6/5/2019,cole,19.19427187,1.182507499,2.034920135,0.154854439,0.176285699
6/6/2019,cepy,22.35394834,0.213165644,1.461369161,0.154229219,0.12730354
6/6/2019,cole,15.46333269,1.026301647,1.461369161,0.154229219,0.093184288
6/7/2019,cepy,22.16202194,0.213683756,1.214815064,0.152587554,0.127724766
6/7/2019,cole,13.14752768,0.877195872,1.214815064,0.152587554,0.05999144
6/8/2019,cepy,21.33267641,0.202722046,1.057112399,0.15111772,0.126770392
6/8/2019,cole,13.25520504,0.83855028,1.057112399,0.15111772,0.023131083
6/9/2019,cepy,22.9319495,0.220714068,1.447019696,0.149230482,0.16777382
6/9/2019,cole,19.93724023,1.222753775,1.447019696,0.149230482,0.109530589
6/10/2019,cepy,19.67447146,0.186587606,1.182596326,0.147412034,0.100406857
6/10/2019,cole,19.07543234,1.505053186,1.182596326,0.147412034,0.076721028
6/11/2019,cepy,19.29823339,0.18331188,1.306101113,0.14531269,0.14202706
6/11/2019,cole,17.4143396,1.130456823,1.306101113,0.14531269,0.116438451
6/12/2019,cepy,19.99131486,0.192572483,1.57463117,0.144451772,0.180131731
6/12/2019,cole,17.67983222,1.030693557,1.57463117,0.144451772,0.152583385
6/13/2019,cepy,17.83821842,0.164146538,1.107671808,0.143704595,0.063798937
6/13/2019,cole,12.69401443,0.771662849,1.107671808,0.143704595,0.014860983
6/14/2019,cepy,17.59157975,0.164424416,1.209583285,0.143169927,0.086899813
6/14/2019,cole,13.91866413,0.811847896,1.209583285,0.143169927,0.074830729
6/15/2019,cepy,19.45391849,0.183472508,1.592586892,0.139243188,0.171763342
6/15/2019,cole,16.55179751,0.983864911,1.592586892,0.139243188,0.18173733
6/16/2019,cepy,15.98601718,0.144795678,1.267599979,0.137394653,0.054322172
6/16/2019,cole,7.184877103,0.390772443,1.267599979,0.137394653,0.021088011
6/17/2019,cepy,9.391421262,0.08408843,0.552893202,0.144221181,0.005064933
6/17/2019,cole,4.417249091,0.153329076,0.552893202,0.144221181,0.015031611
6/18/2019,cepy,8.100228912,0.073148828,0.264027226,0.231739358,0.012529926
6/18/2019,cole,5.56693788,0.272919987,0.264027226,0.231739358,0.001845637
6/19/2019,cepy,18.93890381,0.178282512,1.115986584,0.258732993,0.140211059
6/19/2019,cole,18.88979895,1.20566376,1.115986584,0.258732993,0.196021886
6/20/2019,cepy,20.60668617,0.199701213,1.202489856,0.250888157,0.161092684
6/20/2019,cole,18.82302933,1.135658356,1.202489856,0.250888157,0.228297161
6/21/2019,cepy,20.88664726,0.202562847,1.263407692,0.243632533,0.135016771
6/21/2019,cole,18.92650876,1.168519504,1.263407692,0.243632533,0.198557909
6/22/2019,cepy,20.08177278,0.193359576,1.147871129,0.235954282,0.119971401
6/22/2019,cole,18.2065564,1.152395981,1.147871129,0.235954282,0.18082983
6/23/2019,cepy,24.82717591,0.246196915,1.263981458,0.226379464,0.142409678
6/23/2019,cole,21.01411588,1.316477815,1.263981458,0.226379464,0.222973617
6/24/2019,cepy,39.64751143,0.401268112,1.382935438,0.21557957,0.244760051
6/24/2019,cole,19.39261085,1.274387972,1.382935438,0.21557957,0.202998238
6/25/2019,cepy,35.27105497,0.355631715,1.388993327,0.203460121,0.240429742
6/25/2019,cole,18.69404845,1.160656413,1.388993327,0.203460121,0.262494339
6/26/2019,cepy,40.76877942,0.411494717,1.597141574,0.191526595,0.341419472
6/26/2019,cole,16.84110902,1.048819402,1.597141574,0.191526595,0.245100945
6/27/2019,cepy,34.80427978,0.352503961,0.598908996,0.185408448,0.033299597
6/27/2019,cole,12.13447373,0.781648596,0.598908996,0.185408448,0.025472091
6/28/2019,cepy,33.42916273,0.342604315,1.292504038,0.184440658,0.231736407
6/28/2019,cole,18.81931706,1.231157699,1.292504038,0.184440658,0.193371599
6/29/2019,cepy,18.41940623,0.182272661,1.053362661,0.175756967,0.0988581
6/29/2019,cole,14.38069529,1.039742103,1.053362661,0.175756967,0.092415072
6/30/2019,cepy,16.98094746,0.167491838,0.767177071,0.170185094,0.091401189
6/30/2019,cole,12.04938483,0.826684483,0.767177071,0.170185094,0.064930917
7/1/2019,cepy,20.95962637,0.205941171,1.003412564,0.164966578,0.102687631
7/1/2019,cole,12.46139475,0.863896292,1.003412564,0.164966578,0.035004284
7/2/2019,cepy,24.13073307,0.235590556,1.379694225,0.159901662,0.190376306
7/2/2019,cole,9.092311194,0.650890078,1.379694225,0.159901662,0.081083331
7/3/2019,cepy,21.07434293,0.208442223,1.336859412,0.15633381,0.136313604
7/3/2019,cole,5.782154829,0.453962954,1.336859412,0.15633381,0.024518835
7/4/2019,cepy,24.02458587,0.235190467,1.779666658,0.15405989,0.204280386
7/4/2019,cole,8.837576757,0.636077192,1.779666658,0.15405989,0.067771788
7/5/2019,cepy,25.1627475,0.247857543,1.983984483,0.151805757,0.274939056
7/5/2019,cole,6.485558978,0.518235816,1.983984483,0.151805757,0.047944528
7/6/2019,cepy,25.02533948,0.24729329,1.574447668,0.149542635,0.194980181
7/6/2019,cole,5.260642698,0.369017279,1.574447668,0.149542635,0.034766394
7/7/2019,cepy,25.27884856,0.249406292,1.845722987,0.147341807,0.177979044
7/7/2019,cole,4.792244067,0.354565858,1.845722987,0.147341807,0.002214806
7/8/2019,cepy,20.6326871,0.196759301,0.973613474,0.145778932,0.028808875
7/8/2019,cole,NA,NA,0.973613474,0.145778932,NA
7/9/2019,cepy,19.9883572,0.193775779,0.607979603,0.143031502,0.003050651
7/9/2019,cole,NA,NA,0.607979603,0.143031502,NA
7/10/2019,cepy,20.54017372,0.197035902,0.466858925,0.144677042,0.012461538
7/10/2019,cole,NA,NA,0.466858925,0.144677042,NA
7/11/2019,cepy,20.60084035,0.198046912,0.596309136,0.150152763,0.023892111
7/11/2019,cole,NA,NA,0.596309136,0.150152763,NA
7/12/2019,cepy,21.22667424,0.201862767,0.787900925,0.152046617,0.012275887
7/12/2019,cole,NA,NA,0.787900925,0.152046617,NA
7/13/2019,cepy,27.2669735,0.261727745,1.182859267,0.146273371,0.11895142
7/13/2019,cole,NA,NA,1.182859267,0.146273371,NA
7/14/2019,cepy,21.32866884,0.201064893,1.062051436,0.144233781,0.039854762
7/14/2019,cole,NA,NA,1.062051436,0.144233781,NA
7/15/2019,cepy,24.91670421,0.239146912,1.423862989,0.142104516,0.106474319
7/15/2019,cole,NA,NA,1.423862989,0.142104516,NA
7/16/2019,cepy,27.87950834,0.265748826,1.560508414,0.139708235,0.197749838
7/16/2019,cole,NA,NA,1.560508414,0.139708235,NA
7/17/2019,cepy,30.29395421,0.287003138,1.685682124,0.139729059,0.274205752
7/17/2019,cole,NA,NA,1.685682124,0.139729059,NA
7/18/2019,cepy,27.23952728,0.257910562,1.249451326,0.138117383,0.114154037
7/18/2019,cole,NA,NA,1.249451326,0.138117383,NA
7/19/2019,cepy,19.70516521,0.186504468,0.629690362,0.13569974,0.003506473
7/19/2019,cole,NA,NA,0.629690362,0.13569974,NA
7/20/2019,cepy,14.61253236,0.136945864,0.621100469,0.134249565,0.013760599
7/20/2019,cole,NA,NA,0.621100469,0.134249565,NA
7/21/2019,cepy,17.55938921,0.165851025,0.927413009,0.132940726,0.05703803
7/21/2019,cole,NA,NA,0.927413009,0.132940726,NA
7/22/2019,cepy,17.82681251,0.166325225,0.873468907,0.131330237,0.06655668
7/22/2019,cole,NA,NA,0.873468907,0.131330237,NA
7/23/2019,cepy,19.28248518,0.181989907,0.566017483,0.130805189,0.059548282
7/23/2019,cole,NA,NA,0.566017483,0.130805189,NA
7/24/2019,cepy,17.60150606,0.164777582,0.649161193,0.130522359,0.010300486
7/24/2019,cole,NA,NA,0.649161193,0.130522359,NA
7/25/2019,cepy,21.46646363,0.202065113,1.011170911,0.128424783,0.069921592
7/25/2019,cole,NA,NA,1.011170911,0.128424783,NA
7/26/2019,cepy,19.66969259,0.184162714,0.84969998,0.128193572,0.071946712
7/26/2019,cole,NA,NA,0.84969998,0.128193572,NA
7/27/2019,cepy,20.42045698,0.191883584,1.105170888,0.127750282,0.052540116
7/27/2019,cole,NA,NA,1.105170888,0.127750282,NA
7/28/2019,cepy,19.98668559,0.188444977,0.963229087,0.127640436,0.087502548
7/28/2019,cole,NA,NA,0.963229087,0.127640436,NA
7/29/2019,cepy,19.43822293,0.183041878,1.128064263,0.127260634,0.091331274
7/29/2019,cole,NA,NA,1.128064263,0.127260634,NA
7/30/2019,cepy,22.82655774,0.215842098,1.023258786,0.126775549,0.077542834
7/30/2019,cole,NA,NA,1.023258786,0.126775549,NA
7/31/2019,cepy,22.9351083,0.217977244,1.087346909,0.125841704,0.078757609
7/31/2019,cole,NA,NA,1.087346909,0.125841704,NA
8/1/2019,cepy,27.44546887,0.263299997,1.491117556,0.124994312,0.199437284
8/1/2019,cole,NA,NA,1.491117556,0.124994312,NA
8/2/2019,cepy,19.41130715,0.181009003,1.204359551,0.125124597,0.087098871
8/2/2019,cole,NA,NA,1.204359551,0.125124597,NA
8/3/2019,cepy,26.91631642,0.2584921,1.19368767,0.124350927,0.226194431
8/3/2019,cole,NA,NA,1.19368767,0.124350927,NA
8/4/2019,cepy,26.78017232,0.253894541,1.488557655,0.124050144,0.211023896
8/4/2019,cole,NA,NA,1.488557655,0.124050144,NA
8/5/2019,cepy,22.25912294,0.203800774,1.07191479,0.125758242,0.111368712
8/5/2019,cole,NA,NA,1.07191479,0.125758242,NA
8/6/2019,cepy,24.21446531,0.221709852,1.153506754,0.126968202,0.074594403
8/6/2019,cole,NA,NA,1.153506754,0.126968202,NA
8/7/2019,cepy,28.19650213,0.254532267,1.411699862,0.12574401,0.262029546
8/7/2019,cole,NA,NA,1.411699862,0.12574401,NA
8/8/2019,cepy,16.70504704,0.148944402,0.762363145,0.123750318,0.065849873
8/8/2019,cole,NA,NA,0.762363145,0.123750318,NA
8/9/2019,cepy,23.48114658,0.207995647,1.36922721,0.12058669,0.141197752
8/9/2019,cole,NA,NA,1.36922721,0.12058669,NA
8/10/2019,cepy,26.37776294,0.230973128,1.67877472,0.120531739,0.251181497
8/10/2019,cole,NA,NA,1.67877472,0.120531739,NA
8/11/2019,cepy,26.76494418,0.236344226,1.654028171,0.121353129,0.221761362
8/11/2019,cole,NA,NA,1.654028171,0.121353129,NA
8/12/2019,cepy,20.2697891,0.181944912,1.313476092,0.121541002,0.134311455
8/12/2019,cole,NA,NA,1.313476092,0.121541002,NA
8/13/2019,cepy,23.02952984,0.203860765,1.150256351,0.121206019,0.185120307
8/13/2019,cole,NA,NA,1.150256351,0.121206019,NA
8/14/2019,cepy,21.92317655,0.195119345,1.441380955,0.121196105,0.185389894
8/14/2019,cole,NA,NA,1.441380955,0.121196105,NA
8/15/2019,cepy,16.2889672,0.14680923,0.86274978,0.119536094,0.051820258
8/15/2019,cole,NA,NA,0.86274978,0.119536094,NA
8/16/2019,cepy,14.77271351,0.133255641,0.974768141,0.117908704,0.029053305
8/16/2019,cole,NA,NA,0.974768141,0.117908704,NA
8/17/2019,cepy,16.42241187,0.148019572,1.143167758,0.117773315,0.097383845
8/17/2019,cole,NA,NA,1.143167758,0.117773315,NA
8/18/2019,cepy,16.0623478,0.143211322,1.278938067,0.117417208,0.048378721
8/18/2019,cole,NA,NA,1.278938067,0.117417208,NA
8/19/2019,cepy,19.84996802,0.176644412,1.687504564,0.117544758,0.117920557
8/19/2019,cole,NA,NA,1.687504564,0.117544758,NA
8/20/2019,cepy,21.26328263,0.188096423,1.927735872,0.117767406,0.1823072
8/20/2019,cole,NA,NA,1.927735872,0.117767406,NA
8/21/2019,cepy,20.63150154,0.182014089,1.803287695,0.117739777,0.151406858
8/21/2019,cole,NA,NA,1.803287695,0.117739777,NA
8/22/2019,cepy,21.34759938,0.177849225,1.638236874,0.117176383,0.130256979
8/22/2019,cole,NA,NA,1.638236874,0.117176383,NA
8/23/2019,cepy,21.39387523,0.168463234,1.411044926,0.116073976,0.108441896
8/23/2019,cole,NA,NA,1.411044926,0.116073976,NA
8/24/2019,cepy,NA,NA,1.775778105,0.115207299,NA
8/24/2019,cole,NA,NA,1.775778105,0.115207299,NA
8/25/2019,cepy,NA,NA,1.434173091,0.114800428,NA
8/25/2019,cole,NA,NA,1.434173091,0.114800428,NA
8/26/2019,cepy,NA,NA,1.550864437,0.114063441,NA
8/26/2019,cole,NA,NA,1.550864437,0.114063441,NA
8/27/2019,cepy,NA,NA,1.169764751,0.113502647,NA
8/27/2019,cole,NA,NA,1.169764751,0.113502647,NA
8/28/2019,cepy,NA,NA,1.592284124,0.112416826,NA
8/28/2019,cole,NA,NA,1.592284124,0.112416826,NA
8/29/2019,cepy,NA,NA,1.628307287,0.112156361,NA
8/29/2019,cole,NA,NA,1.628307287,0.112156361,NA
8/30/2019,cepy,NA,NA,1.814960207,0.112235685,NA
8/30/2019,cole,NA,NA,1.814960207,0.112235685,NA
8/31/2019,cepy,NA,NA,1.662841149,0.112316679,NA
8/31/2019,cole,NA,NA,1.662841149,0.112316679,NA
